,ReturnDate,ReturnQuantity,SubcategoryName,OrderDate,OrderQuantity
777,2017-06-06,1.0,Fenders,2017-06-06,16
778,,0.0,Gloves,2017-06-06,15
779,,0.0,Helmets,2017-06-06,24
780,,0.0,Hydration Packs,2017-06-06,2
781,,0.0,Jerseys,2017-06-06,15
782,2017-06-06,1.0,Mountain Bikes,2017-06-06,18
783,,0.0,Road Bikes,2017-06-06,24
784,2017-06-06,1.0,Shorts,2017-06-06,5
785,2017-06-06,2.0,Tires and Tubes,2017-06-06,61
786,,0.0,Touring Bikes,2017-06-06,9
787,,0.0,Vests,2017-06-06,1
794,,0.0,Mountain Bikes,2016-08-06,8
795,,0.0,Road Bikes,2016-08-06,9
798,,0.0,Mountain Bikes,2016-09-06,4
799,,0.0,Road Bikes,2016-09-06,2
802,2016-10-06,1.0,Mountain Bikes,2016-10-06,8
803,,0.0,Road Bikes,2016-10-06,6
806,,0.0,Mountain Bikes,2016-11-06,5
807,,0.0,Road Bikes,2016-11-06,5
810,,0.0,Mountain Bikes,2016-12-06,6
811,2016-12-06,1.0,Road Bikes,2016-12-06,5
901,2016-08-07,1.0,Bottles and Cages,2016-08-07,13
902,,0.0,Caps,2016-08-07,2
903,,0.0,Fenders,2016-08-07,2
904,,0.0,Helmets,2016-08-07,4
905,2016-08-07,1.0,Hydration Packs,2016-08-07,1
906,,0.0,Mountain Bikes,2016-08-07,9
907,2016-08-07,1.0,Road Bikes,2016-08-07,4
908,,0.0,Tires and Tubes,2016-08-07,8
909,,0.0,Touring Bikes,2016-08-07,2
910,,0.0,Vests,2016-08-07,1
913,,0.0,Bottles and Cages,2016-09-07,38
914,,0.0,Caps,2016-09-07,8
915,,0.0,Cleaners,2016-09-07,2
916,,0.0,Fenders,2016-09-07,2
917,,0.0,Gloves,2016-09-07,5
918,2016-09-07,1.0,Helmets,2016-09-07,3
919,,0.0,Jerseys,2016-09-07,3
920,,0.0,Mountain Bikes,2016-09-07,9
921,,0.0,Road Bikes,2016-09-07,8
922,,0.0,Tires and Tubes,2016-09-07,2
923,,0.0,Touring Bikes,2016-09-07,4
924,,0.0,Vests,2016-09-07,1
926,,0.0,Bottles and Cages,2016-10-07,12
927,,0.0,Caps,2016-10-07,2
928,,0.0,Cleaners,2016-10-07,2
929,,0.0,Helmets,2016-10-07,4
930,,0.0,Jerseys,2016-10-07,2
931,,0.0,Mountain Bikes,2016-10-07,3
932,,0.0,Road Bikes,2016-10-07,8
933,,0.0,Tires and Tubes,2016-10-07,5
934,,0.0,Touring Bikes,2016-10-07,4
935,,0.0,Vests,2016-10-07,1
938,2016-11-07,1.0,Bottles and Cages,2016-11-07,18
939,,0.0,Caps,2016-11-07,4
940,,0.0,Fenders,2016-11-07,6
941,,0.0,Helmets,2016-11-07,5
942,,0.0,Hydration Packs,2016-11-07,2
943,2016-11-07,1.0,Jerseys,2016-11-07,5
944,,0.0,Mountain Bikes,2016-11-07,10
945,,0.0,Road Bikes,2016-11-07,11
946,,0.0,Socks,2016-11-07,3
947,,0.0,Tires and Tubes,2016-11-07,21
948,,0.0,Touring Bikes,2016-11-07,2
949,,0.0,Vests,2016-11-07,1
952,2016-12-07,1.0,Bottles and Cages,2016-12-07,22
953,,0.0,Caps,2016-12-07,4
954,,0.0,Cleaners,2016-12-07,2
955,,0.0,Helmets,2016-12-07,3
956,,0.0,Hydration Packs,2016-12-07,1
957,,0.0,Jerseys,2016-12-07,1
958,,0.0,Mountain Bikes,2016-12-07,4
959,2016-12-07,1.0,Road Bikes,2016-12-07,9
960,,0.0,Socks,2016-12-07,2
961,,0.0,Tires and Tubes,2016-12-07,11
962,,0.0,Touring Bikes,2016-12-07,2
1085,,0.0,Bike Racks,2016-08-08,1
1086,,0.0,Bottles and Cages,2016-08-08,59
1087,,0.0,Caps,2016-08-08,17
1088,,0.0,Cleaners,2016-08-08,2
1089,,0.0,Fenders,2016-08-08,16
1090,,0.0,Gloves,2016-08-08,7
1091,,0.0,Helmets,2016-08-08,20
1092,,0.0,Hydration Packs,2016-08-08,2
1093,,0.0,Jerseys,2016-08-08,9
1094,,0.0,Mountain Bikes,2016-08-08,7
1095,2016-08-08,1.0,Road Bikes,2016-08-08,9
1096,,0.0,Shorts,2016-08-08,3
1097,2016-08-08,1.0,Tires and Tubes,2016-08-08,100
1098,,0.0,Touring Bikes,2016-08-08,5
1099,,0.0,Vests,2016-08-08,1
1102,,0.0,Bike Stands,2016-09-08,1
1103,,0.0,Bottles and Cages,2016-09-08,48
1104,,0.0,Caps,2016-09-08,9
1105,,0.0,Cleaners,2016-09-08,3
1106,,0.0,Fenders,2016-09-08,4
1107,,0.0,Gloves,2016-09-08,9
1108,,0.0,Helmets,2016-09-08,14
1109,,0.0,Hydration Packs,2016-09-08,3
1110,,0.0,Jerseys,2016-09-08,5
1111,,0.0,Mountain Bikes,2016-09-08,5
1112,2016-09-08,1.0,Road Bikes,2016-09-08,9
1113,,0.0,Socks,2016-09-08,2
1114,2016-09-08,2.0,Tires and Tubes,2016-09-08,65
1115,,0.0,Touring Bikes,2016-09-08,3
1116,,0.0,Vests,2016-09-08,1
1119,,0.0,Bike Stands,2016-10-08,1
1120,2016-10-08,1.0,Bottles and Cages,2016-10-08,20
1121,,0.0,Caps,2016-10-08,11
1122,,0.0,Cleaners,2016-10-08,6
1123,,0.0,Fenders,2016-10-08,7
1124,,0.0,Gloves,2016-10-08,2
1125,2016-10-08,1.0,Helmets,2016-10-08,10
1126,,0.0,Jerseys,2016-10-08,5
1127,,0.0,Mountain Bikes,2016-10-08,2
1128,,0.0,Road Bikes,2016-10-08,4
1129,,0.0,Shorts,2016-10-08,3
1130,,0.0,Tires and Tubes,2016-10-08,46
1131,,0.0,Vests,2016-10-08,3
1134,,0.0,Bike Stands,2016-11-08,2
1135,2016-11-08,1.0,Bottles and Cages,2016-11-08,25
1136,,0.0,Caps,2016-11-08,13
1137,,0.0,Cleaners,2016-11-08,3
1138,,0.0,Gloves,2016-11-08,4
1139,,0.0,Helmets,2016-11-08,10
1140,,0.0,Jerseys,2016-11-08,4
1141,,0.0,Mountain Bikes,2016-11-08,2
1142,2016-11-08,1.0,Road Bikes,2016-11-08,9
1143,,0.0,Shorts,2016-11-08,3
1144,,0.0,Socks,2016-11-08,4
1145,2016-11-08,1.0,Tires and Tubes,2016-11-08,34
1146,,0.0,Touring Bikes,2016-11-08,2
1149,,0.0,Bike Stands,2016-12-08,1
1150,2016-12-08,1.0,Bottles and Cages,2016-12-08,43
1151,,0.0,Caps,2016-12-08,8
1152,,0.0,Cleaners,2016-12-08,1
1153,,0.0,Fenders,2016-12-08,12
1154,2016-12-08,1.0,Gloves,2016-12-08,11
1155,,0.0,Helmets,2016-12-08,10
1156,,0.0,Hydration Packs,2016-12-08,1
1157,,0.0,Jerseys,2016-12-08,10
1158,,0.0,Mountain Bikes,2016-12-08,7
1159,,0.0,Road Bikes,2016-12-08,13
1160,,0.0,Shorts,2016-12-08,3
1161,,0.0,Socks,2016-12-08,11
1162,2016-12-08,2.0,Tires and Tubes,2016-12-08,55
1163,2016-12-08,1.0,Touring Bikes,2016-12-08,4
1284,,0.0,Bike Racks,2016-08-09,2
1285,,0.0,Bike Stands,2016-08-09,2
1286,,0.0,Bottles and Cages,2016-08-09,20
1287,,0.0,Caps,2016-08-09,16
1288,,0.0,Cleaners,2016-08-09,9
1289,,0.0,Fenders,2016-08-09,12
1290,,0.0,Gloves,2016-08-09,7
1291,,0.0,Helmets,2016-08-09,16
1292,,0.0,Hydration Packs,2016-08-09,2
1293,,0.0,Jerseys,2016-08-09,12
1294,2016-08-09,1.0,Mountain Bikes,2016-08-09,7
1295,,0.0,Road Bikes,2016-08-09,4
1296,2016-08-09,1.0,Shorts,2016-08-09,3
1297,,0.0,Socks,2016-08-09,2
1298,2016-08-09,1.0,Tires and Tubes,2016-08-09,56
1299,,0.0,Touring Bikes,2016-08-09,9
1300,,0.0,Vests,2016-08-09,3
1303,,0.0,Bike Racks,2016-09-09,1
1304,,0.0,Bike Stands,2016-09-09,1
1305,2016-09-09,3.0,Bottles and Cages,2016-09-09,61
1306,,0.0,Caps,2016-09-09,13
1307,,0.0,Cleaners,2016-09-09,4
1308,,0.0,Fenders,2016-09-09,13
1309,,0.0,Gloves,2016-09-09,13
1310,,0.0,Helmets,2016-09-09,15
1311,,0.0,Hydration Packs,2016-09-09,3
1312,,0.0,Jerseys,2016-09-09,9
1313,,0.0,Mountain Bikes,2016-09-09,14
1314,,0.0,Road Bikes,2016-09-09,5
1315,,0.0,Shorts,2016-09-09,7
1316,,0.0,Socks,2016-09-09,1
1317,,0.0,Tires and Tubes,2016-09-09,50
1318,,0.0,Touring Bikes,2016-09-09,3
1321,,0.0,Bike Stands,2016-10-09,1
1322,,0.0,Bottles and Cages,2016-10-09,35
1323,,0.0,Caps,2016-10-09,9
1324,,0.0,Cleaners,2016-10-09,3
1325,,0.0,Fenders,2016-10-09,2
1326,,0.0,Gloves,2016-10-09,7
1327,,0.0,Helmets,2016-10-09,11
1328,,0.0,Hydration Packs,2016-10-09,1
1329,2016-10-09,1.0,Jerseys,2016-10-09,6
1330,,0.0,Mountain Bikes,2016-10-09,8
1331,2016-10-09,1.0,Road Bikes,2016-10-09,10
1332,,0.0,Shorts,2016-10-09,2
1333,,0.0,Socks,2016-10-09,5
1334,2016-10-09,1.0,Tires and Tubes,2016-10-09,52
1335,,0.0,Touring Bikes,2016-10-09,4
1338,,0.0,Bike Racks,2016-11-09,2
1339,,0.0,Bike Stands,2016-11-09,1
1340,,0.0,Bottles and Cages,2016-11-09,21
1341,,0.0,Caps,2016-11-09,6
1342,,0.0,Cleaners,2016-11-09,2
1343,,0.0,Fenders,2016-11-09,9
1344,,0.0,Gloves,2016-11-09,2
1345,,0.0,Helmets,2016-11-09,9
1346,,0.0,Hydration Packs,2016-11-09,1
1347,,0.0,Jerseys,2016-11-09,5
1348,,0.0,Mountain Bikes,2016-11-09,3
1349,2016-11-09,1.0,Road Bikes,2016-11-09,11
1350,,0.0,Shorts,2016-11-09,1
1351,,0.0,Socks,2016-11-09,4
1352,2016-11-09,1.0,Tires and Tubes,2016-11-09,44
1353,,0.0,Touring Bikes,2016-11-09,1
1354,,0.0,Vests,2016-11-09,1
1357,,0.0,Bike Stands,2016-12-09,1
1358,,0.0,Bottles and Cages,2016-12-09,33
1359,,0.0,Caps,2016-12-09,12
1360,,0.0,Cleaners,2016-12-09,10
1361,,0.0,Fenders,2016-12-09,18
1362,,0.0,Gloves,2016-12-09,16
1363,2016-12-09,1.0,Helmets,2016-12-09,19
1364,,0.0,Hydration Packs,2016-12-09,3
1365,,0.0,Jerseys,2016-12-09,10
1366,,0.0,Mountain Bikes,2016-12-09,9
1367,,0.0,Road Bikes,2016-12-09,13
1368,,0.0,Shorts,2016-12-09,5
1369,,0.0,Socks,2016-12-09,2
1370,2016-12-09,1.0,Tires and Tubes,2016-12-09,61
1371,,0.0,Touring Bikes,2016-12-09,2
1492,2016-08-10,1.0,Bottles and Cages,2016-08-10,64
1493,,0.0,Caps,2016-08-10,13
1494,,0.0,Cleaners,2016-08-10,4
1495,,0.0,Fenders,2016-08-10,22
1496,,0.0,Gloves,2016-08-10,13
1497,,0.0,Helmets,2016-08-10,18
1498,,0.0,Hydration Packs,2016-08-10,3
1499,,0.0,Jerseys,2016-08-10,9
1500,,0.0,Mountain Bikes,2016-08-10,12
1501,,0.0,Road Bikes,2016-08-10,13
1502,,0.0,Shorts,2016-08-10,3
1503,,0.0,Socks,2016-08-10,8
1504,2016-08-10,2.0,Tires and Tubes,2016-08-10,70
1505,,0.0,Touring Bikes,2016-08-10,6
1506,,0.0,Vests,2016-08-10,4
1509,,0.0,Bike Racks,2016-09-10,1
1510,,0.0,Bike Stands,2016-09-10,1
1511,2016-09-10,2.0,Bottles and Cages,2016-09-10,51
1512,2016-09-10,2.0,Caps,2016-09-10,17
1513,,0.0,Cleaners,2016-09-10,2
1514,,0.0,Fenders,2016-09-10,7
1515,2016-09-10,1.0,Gloves,2016-09-10,4
1516,,0.0,Helmets,2016-09-10,12
1517,,0.0,Hydration Packs,2016-09-10,2
1518,2016-09-10,2.0,Jerseys,2016-09-10,9
1519,,0.0,Mountain Bikes,2016-09-10,7
1520,,0.0,Road Bikes,2016-09-10,2
1521,,0.0,Shorts,2016-09-10,2
1522,2016-09-10,1.0,Tires and Tubes,2016-09-10,51
1523,,0.0,Touring Bikes,2016-09-10,9
1524,,0.0,Vests,2016-09-10,2
1527,,0.0,Bike Racks,2016-10-10,1
1528,,0.0,Bike Stands,2016-10-10,2
1529,2016-10-10,2.0,Bottles and Cages,2016-10-10,51
1530,,0.0,Caps,2016-10-10,14
1531,,0.0,Cleaners,2016-10-10,6
1532,,0.0,Fenders,2016-10-10,15
1533,2016-10-10,1.0,Gloves,2016-10-10,8
1534,,0.0,Helmets,2016-10-10,11
1535,,0.0,Hydration Packs,2016-10-10,3
1536,2016-10-10,1.0,Jerseys,2016-10-10,7
1537,,0.0,Mountain Bikes,2016-10-10,8
1538,,0.0,Road Bikes,2016-10-10,7
1539,,0.0,Shorts,2016-10-10,2
1540,2016-10-10,3.0,Tires and Tubes,2016-10-10,42
1541,,0.0,Touring Bikes,2016-10-10,1
1542,,0.0,Vests,2016-10-10,1
1545,,0.0,Bike Stands,2016-11-10,1
1546,,0.0,Bottles and Cages,2016-11-10,42
1547,,0.0,Caps,2016-11-10,7
1548,,0.0,Cleaners,2016-11-10,2
1549,,0.0,Fenders,2016-11-10,10
1550,,0.0,Gloves,2016-11-10,1
1551,,0.0,Helmets,2016-11-10,13
1552,,0.0,Hydration Packs,2016-11-10,1
1553,,0.0,Jerseys,2016-11-10,10
1554,2016-11-10,1.0,Mountain Bikes,2016-11-10,8
1555,2016-11-10,1.0,Road Bikes,2016-11-10,8
1556,,0.0,Shorts,2016-11-10,3
1557,2016-11-10,2.0,Tires and Tubes,2016-11-10,49
1558,,0.0,Touring Bikes,2016-11-10,5
1559,,0.0,Vests,2016-11-10,1
1562,,0.0,Bike Stands,2016-12-10,1
1563,,0.0,Bottles and Cages,2016-12-10,28
1564,,0.0,Caps,2016-12-10,2
1565,,0.0,Cleaners,2016-12-10,2
1566,,0.0,Fenders,2016-12-10,5
1567,,0.0,Gloves,2016-12-10,7
1568,2016-12-10,2.0,Helmets,2016-12-10,21
1569,,0.0,Hydration Packs,2016-12-10,2
1570,,0.0,Jerseys,2016-12-10,7
1571,2016-12-10,1.0,Mountain Bikes,2016-12-10,6
1572,,0.0,Road Bikes,2016-12-10,11
1573,2016-12-10,1.0,Shorts,2016-12-10,2
1574,,0.0,Socks,2016-12-10,2
1575,2016-12-10,2.0,Tires and Tubes,2016-12-10,53
1576,,0.0,Touring Bikes,2016-12-10,3
1577,,0.0,Vests,2016-12-10,1
1698,,0.0,Bike Racks,2016-08-11,1
1699,2016-08-11,1.0,Bottles and Cages,2016-08-11,37
1700,,0.0,Caps,2016-08-11,6
1701,,0.0,Fenders,2016-08-11,7
1702,,0.0,Gloves,2016-08-11,4
1703,,0.0,Helmets,2016-08-11,15
1704,,0.0,Hydration Packs,2016-08-11,1
1705,,0.0,Jerseys,2016-08-11,8
1706,,0.0,Mountain Bikes,2016-08-11,5
1707,,0.0,Road Bikes,2016-08-11,7
1708,,0.0,Shorts,2016-08-11,4
1709,,0.0,Socks,2016-08-11,1
1710,2016-08-11,1.0,Tires and Tubes,2016-08-11,40
1711,,0.0,Touring Bikes,2016-08-11,4
1712,2016-08-11,1.0,Vests,2016-08-11,2
1715,,0.0,Bike Racks,2016-09-11,1
1716,,0.0,Bike Stands,2016-09-11,1
1717,2016-09-11,3.0,Bottles and Cages,2016-09-11,39
1718,,0.0,Caps,2016-09-11,12
1719,,0.0,Cleaners,2016-09-11,2
1720,,0.0,Fenders,2016-09-11,13
1721,,0.0,Gloves,2016-09-11,2
1722,2016-09-11,1.0,Helmets,2016-09-11,12
1723,,0.0,Hydration Packs,2016-09-11,1
1724,,0.0,Jerseys,2016-09-11,9
1725,,0.0,Mountain Bikes,2016-09-11,7
1726,,0.0,Road Bikes,2016-09-11,10
1727,,0.0,Shorts,2016-09-11,1
1728,,0.0,Socks,2016-09-11,4
1729,,0.0,Tires and Tubes,2016-09-11,33
1730,,0.0,Touring Bikes,2016-09-11,9
1731,,0.0,Vests,2016-09-11,1
1734,,0.0,Bike Racks,2016-10-11,1
1735,,0.0,Bike Stands,2016-10-11,2
1736,2016-10-11,1.0,Bottles and Cages,2016-10-11,32
1737,,0.0,Caps,2016-10-11,10
1738,,0.0,Cleaners,2016-10-11,6
1739,2016-10-11,1.0,Fenders,2016-10-11,15
1740,,0.0,Gloves,2016-10-11,8
1741,,0.0,Helmets,2016-10-11,15
1742,,0.0,Hydration Packs,2016-10-11,3
1743,,0.0,Jerseys,2016-10-11,14
1744,2016-10-11,1.0,Mountain Bikes,2016-10-11,9
1745,,0.0,Road Bikes,2016-10-11,13
1746,2016-10-11,2.0,Tires and Tubes,2016-10-11,63
1747,,0.0,Touring Bikes,2016-10-11,5
1748,,0.0,Vests,2016-10-11,1
1751,,0.0,Bike Racks,2016-11-11,1
1752,,0.0,Bike Stands,2016-11-11,2
1753,,0.0,Bottles and Cages,2016-11-11,10
1754,,0.0,Caps,2016-11-11,6
1755,,0.0,Cleaners,2016-11-11,2
1756,,0.0,Fenders,2016-11-11,8
1757,,0.0,Gloves,2016-11-11,3
1758,2016-11-11,1.0,Helmets,2016-11-11,13
1759,,0.0,Jerseys,2016-11-11,7
1760,,0.0,Mountain Bikes,2016-11-11,3
1761,,0.0,Road Bikes,2016-11-11,3
1762,,0.0,Shorts,2016-11-11,3
1763,,0.0,Socks,2016-11-11,3
1764,,0.0,Tires and Tubes,2016-11-11,45
1765,,0.0,Touring Bikes,2016-11-11,3
1766,,0.0,Vests,2016-11-11,1
1768,,0.0,Bike Stands,2016-12-11,1
1769,2016-12-11,1.0,Bottles and Cages,2016-12-11,31
1770,,0.0,Caps,2016-12-11,4
1771,,0.0,Cleaners,2016-12-11,5
1772,,0.0,Fenders,2016-12-11,10
1773,,0.0,Gloves,2016-12-11,4
1774,,0.0,Helmets,2016-12-11,18
1775,,0.0,Hydration Packs,2016-12-11,3
1776,,0.0,Jerseys,2016-12-11,5
1777,,0.0,Mountain Bikes,2016-12-11,9
1778,2016-12-11,1.0,Road Bikes,2016-12-11,9
1779,,0.0,Shorts,2016-12-11,2
1780,,0.0,Socks,2016-12-11,7
1781,2016-12-11,2.0,Tires and Tubes,2016-12-11,64
1782,,0.0,Touring Bikes,2016-12-11,5
1783,,0.0,Vests,2016-12-11,1
1911,,0.0,Bike Racks,2016-08-12,1
1912,,0.0,Bike Stands,2016-08-12,2
1913,,0.0,Bottles and Cages,2016-08-12,38
1914,,0.0,Caps,2016-08-12,10
1915,,0.0,Cleaners,2016-08-12,2
1916,,0.0,Fenders,2016-08-12,16
1917,2016-08-12,1.0,Gloves,2016-08-12,10
1918,2016-08-12,1.0,Helmets,2016-08-12,21
1919,,0.0,Hydration Packs,2016-08-12,3
1920,2016-08-12,1.0,Jerseys,2016-08-12,10
1921,,0.0,Mountain Bikes,2016-08-12,9
1922,,0.0,Road Bikes,2016-08-12,13
1923,,0.0,Shorts,2016-08-12,3
1924,,0.0,Socks,2016-08-12,3
1925,,0.0,Tires and Tubes,2016-08-12,67
1926,2016-08-12,1.0,Touring Bikes,2016-08-12,8
1929,,0.0,Bike Racks,2016-09-12,1
1930,,0.0,Bike Stands,2016-09-12,1
1931,2016-09-12,2.0,Bottles and Cages,2016-09-12,58
1932,2016-09-12,1.0,Caps,2016-09-12,8
1933,,0.0,Cleaners,2016-09-12,8
1934,,0.0,Gloves,2016-09-12,6
1935,,0.0,Helmets,2016-09-12,19
1936,,0.0,Hydration Packs,2016-09-12,3
1937,,0.0,Jerseys,2016-09-12,6
1938,,0.0,Mountain Bikes,2016-09-12,9
1939,,0.0,Road Bikes,2016-09-12,13
1940,2016-09-12,1.0,Shorts,2016-09-12,4
1941,,0.0,Socks,2016-09-12,1
1942,2016-09-12,3.0,Tires and Tubes,2016-09-12,51
1943,,0.0,Touring Bikes,2016-09-12,7
1944,2016-09-12,1.0,Vests,2016-09-12,1
1947,2016-10-12,1.0,Bottles and Cages,2016-10-12,31
1948,,0.0,Caps,2016-10-12,5
1949,,0.0,Cleaners,2016-10-12,2
1950,,0.0,Fenders,2016-10-12,17
1951,,0.0,Gloves,2016-10-12,8
1952,,0.0,Helmets,2016-10-12,14
1953,,0.0,Hydration Packs,2016-10-12,2
1954,,0.0,Jerseys,2016-10-12,9
1955,,0.0,Mountain Bikes,2016-10-12,7
1956,,0.0,Road Bikes,2016-10-12,3
1957,,0.0,Shorts,2016-10-12,4
1958,,0.0,Socks,2016-10-12,3
1959,2016-10-12,1.0,Tires and Tubes,2016-10-12,57
1960,,0.0,Touring Bikes,2016-10-12,7
1961,,0.0,Vests,2016-10-12,2
1964,,0.0,Bike Racks,2016-11-12,1
1965,2016-11-12,1.0,Bottles and Cages,2016-11-12,62
1966,,0.0,Caps,2016-11-12,18
1967,,0.0,Cleaners,2016-11-12,12
1968,,0.0,Fenders,2016-11-12,15
1969,,0.0,Gloves,2016-11-12,6
1970,,0.0,Helmets,2016-11-12,22
1971,,0.0,Hydration Packs,2016-11-12,1
1972,,0.0,Jerseys,2016-11-12,15
1973,,0.0,Mountain Bikes,2016-11-12,11
1974,2016-11-12,1.0,Road Bikes,2016-11-12,16
1975,2016-11-12,1.0,Shorts,2016-11-12,4
1976,,0.0,Socks,2016-11-12,4
1977,,0.0,Tires and Tubes,2016-11-12,44
1978,,0.0,Touring Bikes,2016-11-12,9
1979,,0.0,Vests,2016-11-12,2
1982,2016-12-12,1.0,Bottles and Cages,2016-12-12,57
1983,,0.0,Caps,2016-12-12,10
1984,,0.0,Cleaners,2016-12-12,3
1985,2016-12-12,1.0,Fenders,2016-12-12,18
1986,,0.0,Gloves,2016-12-12,9
1987,2016-12-12,3.0,Helmets,2016-12-12,28
1988,,0.0,Hydration Packs,2016-12-12,3
1989,,0.0,Jerseys,2016-12-12,8
1990,,0.0,Mountain Bikes,2016-12-12,19
1991,,0.0,Road Bikes,2016-12-12,16
1992,,0.0,Shorts,2016-12-12,2
1993,2016-12-12,2.0,Tires and Tubes,2016-12-12,68
1994,,0.0,Touring Bikes,2016-12-12,6
1995,,0.0,Vests,2016-12-12,1
1999,,0.0,Bike Stands,2017-01-13,1
2000,,0.0,Bottles and Cages,2017-01-13,49
2001,,0.0,Caps,2017-01-13,2
2002,,0.0,Cleaners,2017-01-13,2
2003,,0.0,Fenders,2017-01-13,15
2004,,0.0,Gloves,2017-01-13,5
2005,,0.0,Helmets,2017-01-13,18
2006,,0.0,Hydration Packs,2017-01-13,2
2007,,0.0,Jerseys,2017-01-13,2
2008,,0.0,Mountain Bikes,2017-01-13,9
2009,,0.0,Road Bikes,2017-01-13,7
2010,,0.0,Shorts,2017-01-13,1
2011,,0.0,Socks,2017-01-13,4
2012,,0.0,Tires and Tubes,2017-01-13,41
2013,,0.0,Touring Bikes,2017-01-13,8
2014,2017-01-13,1.0,Vests,2017-01-13,1
2019,,0.0,Bike Stands,2017-02-13,2
2020,,0.0,Bottles and Cages,2017-02-13,42
2021,,0.0,Caps,2017-02-13,16
2022,,0.0,Cleaners,2017-02-13,2
2023,,0.0,Fenders,2017-02-13,8
2024,,0.0,Gloves,2017-02-13,7
2025,2017-02-13,1.0,Helmets,2017-02-13,24
2026,,0.0,Jerseys,2017-02-13,8
2027,,0.0,Mountain Bikes,2017-02-13,11
2028,,0.0,Road Bikes,2017-02-13,9
2029,,0.0,Shorts,2017-02-13,3
2030,,0.0,Socks,2017-02-13,2
2031,2017-02-13,1.0,Tires and Tubes,2017-02-13,54
2032,,0.0,Touring Bikes,2017-02-13,4
2033,,0.0,Vests,2017-02-13,2
2038,,0.0,Bike Racks,2017-03-13,3
2039,,0.0,Bike Stands,2017-03-13,1
2040,,0.0,Bottles and Cages,2017-03-13,40
2041,,0.0,Caps,2017-03-13,13
2042,,0.0,Cleaners,2017-03-13,6
2043,,0.0,Fenders,2017-03-13,13
2044,,0.0,Gloves,2017-03-13,6
2045,,0.0,Helmets,2017-03-13,18
2046,,0.0,Hydration Packs,2017-03-13,8
2047,,0.0,Jerseys,2017-03-13,8
2048,2017-03-13,2.0,Mountain Bikes,2017-03-13,12
2049,,0.0,Road Bikes,2017-03-13,11
2050,,0.0,Shorts,2017-03-13,1
2051,2017-03-13,1.0,Socks,2017-03-13,11
2052,2017-03-13,1.0,Tires and Tubes,2017-03-13,100
2053,,0.0,Touring Bikes,2017-03-13,9
2054,,0.0,Vests,2017-03-13,1
2059,2017-04-13,1.0,Bike Racks,2017-04-13,2
2060,,0.0,Bike Stands,2017-04-13,1
2061,2017-04-13,1.0,Bottles and Cages,2017-04-13,37
2062,,0.0,Caps,2017-04-13,15
2063,,0.0,Fenders,2017-04-13,4
2064,,0.0,Gloves,2017-04-13,2
2065,,0.0,Helmets,2017-04-13,10
2066,,0.0,Jerseys,2017-04-13,11
2067,,0.0,Mountain Bikes,2017-04-13,7
2068,,0.0,Road Bikes,2017-04-13,6
2069,,0.0,Shorts,2017-04-13,5
2070,,0.0,Tires and Tubes,2017-04-13,42
2071,,0.0,Touring Bikes,2017-04-13,3
2072,,0.0,Vests,2017-04-13,1
2077,,0.0,Bike Racks,2017-05-13,1
2078,,0.0,Bike Stands,2017-05-13,2
2079,,0.0,Bottles and Cages,2017-05-13,58
2080,,0.0,Caps,2017-05-13,10
2081,,0.0,Cleaners,2017-05-13,4
2082,,0.0,Fenders,2017-05-13,17
2083,,0.0,Gloves,2017-05-13,14
2084,2017-05-13,1.0,Helmets,2017-05-13,20
2085,,0.0,Hydration Packs,2017-05-13,4
2086,,0.0,Jerseys,2017-05-13,13
2087,,0.0,Mountain Bikes,2017-05-13,10
2088,,0.0,Road Bikes,2017-05-13,14
2089,,0.0,Shorts,2017-05-13,1
2090,,0.0,Socks,2017-05-13,5
2091,,0.0,Tires and Tubes,2017-05-13,62
2092,,0.0,Touring Bikes,2017-05-13,3
2093,,0.0,Vests,2017-05-13,1
2098,,0.0,Bottles and Cages,2017-06-13,34
2099,,0.0,Caps,2017-06-13,13
2100,,0.0,Cleaners,2017-06-13,5
2101,,0.0,Fenders,2017-06-13,5
2102,,0.0,Gloves,2017-06-13,8
2103,2017-06-13,3.0,Helmets,2017-06-13,15
2104,,0.0,Hydration Packs,2017-06-13,2
2105,,0.0,Jerseys,2017-06-13,9
2106,,0.0,Mountain Bikes,2017-06-13,8
2107,2017-06-13,1.0,Road Bikes,2017-06-13,16
2108,2017-06-13,1.0,Shorts,2017-06-13,2
2109,,0.0,Socks,2017-06-13,3
2110,,0.0,Tires and Tubes,2017-06-13,57
2111,,0.0,Touring Bikes,2017-06-13,11
2112,,0.0,Vests,2017-06-13,5
2129,2016-08-13,1.0,Bottles and Cages,2016-08-13,32
2130,,0.0,Caps,2016-08-13,15
2131,,0.0,Cleaners,2016-08-13,4
2132,,0.0,Fenders,2016-08-13,8
2133,,0.0,Gloves,2016-08-13,9
2134,,0.0,Helmets,2016-08-13,16
2135,2016-08-13,1.0,Hydration Packs,2016-08-13,4
2136,,0.0,Jerseys,2016-08-13,6
2137,2016-08-13,1.0,Mountain Bikes,2016-08-13,11
2138,2016-08-13,1.0,Road Bikes,2016-08-13,4
2139,,0.0,Shorts,2016-08-13,6
2140,,0.0,Socks,2016-08-13,1
2141,,0.0,Tires and Tubes,2016-08-13,53
2142,,0.0,Touring Bikes,2016-08-13,2
2143,,0.0,Vests,2016-08-13,2
2146,,0.0,Bike Racks,2016-09-13,2
2147,,0.0,Bike Stands,2016-09-13,2
